@relation APPLIED_DATA

@attribute HAVG numeric
@attribute AAVG numeric
@attribute HSLG numeric
@attribute ASLG numeric
@attribute HOBP numeric
@attribute AOBP numeric
@attribute HRBIP numeric
@attribute ARBIP numeric
@attribute HOAVG numeric
@attribute AOAVG numeric
@attribute HOOBP numeric
@attribute AOOBP numeric
@attribute HWHIP numeric
@attribute AWHIP numeric
@attribute HERA numeric
@attribute AERA numeric
@attribute HQSP numeric
@attribute AQSP numeric
@attribute HPhyta numeric
@attribute APhyta numeric
@attribute HRank numeric
@attribute HWP numeric
@attribute AWP numeric
@attribute HOPS numeric
@attribute AOPS numeric
@attribute HGPA numeric
@attribute AGPA numeric
@attribute 'HERA * ARBIP' numeric
@attribute 'AERA * HRBIP' numeric
@attribute 'HWHIP * AGPA / 9' numeric
@attribute 'AWHIP * HGPA / 9' numeric
@attribute '(HPhyta + HWP)/2' numeric
@attribute '(APhyta + AWP)/2' numeric
@attribute HHitter numeric
@attribute AHitter numeric
@attribute HPitcher numeric
@attribute APitcher numeric
@attribute HResult {lose,win}

@data
0.2706,0.2894,0.4115,0.486,0.3661,0.3752,2.84,4.1569,0.2882,0.2418,0.3653,0.2971,1.5355,1.1655,6.3981,3.5379,0.6842,0.8182,0.458833,0.466147,0.4673,0.4673,0.4478,0.7776,0.8612,0.26762,0.271715,26.596262,10.047636,0.046358,0.034657,0.463067,0.456974,3.8882,5.3075,9.2713,6.0605,win
0.3038,0.3135,0.4756,0.5273,0.3838,0.3921,4.7677,4.9293,0.24,0.249,0.3146,0.3115,1.2966,1.3027,5.0339,3.8189,0.65,0.5455,0.632082,0.572651,0.5943,0.5943,0.5509,0.8594,0.9194,0.29161,0.295345,24.813603,18.20737,0.042549,0.042209,0.613191,0.561776,5.9309,6.1622,7.5351,6.2276,win
0.2899,0.2667,0.4613,0.431,0.3658,0.3435,5.1515,2.8384,0.2537,0.2274,0.3636,0.3127,1.5571,1.243,4.6286,2.4859,0.7368,0.7727,0.602587,0.45561,0.5461,0.5461,0.4715,0.8271,0.7745,0.279935,0.2699,13.137818,12.806114,0.046696,0.038662,0.574344,0.463555,6.2685,3.8796,7.5398,5.0417,lose
0.3113,0.2867,0.5226,0.4511,0.3875,0.3645,5.2871,5.35,0.2521,0.2626,0.3144,0.3513,1.2789,1.5217,4.1211,5.2174,0.7143,0.8696,0.577465,0.595621,0.5556,0.5556,0.5452,0.9101,0.8156,0.305025,0.294675,22.047885,27.584916,0.041873,0.051573,0.566533,0.57041,6.5085,6.4523,6.6808,8.2226,lose
0.2899,0.2822,0.4859,0.4255,0.3763,0.3647,4.0388,4,0.2535,0.2569,0.3147,0.3056,1.323,1.2786,4.3602,3.8357,0.75,0.7368,0.465417,0.475387,0.4472,0.4472,0.4743,0.8622,0.7902,0.29081,0.28559,17.4408,15.491625,0.041982,0.041314,0.456309,0.474843,5.1909,5.0724,7.0014,6.4136,win
0.2659,0.3011,0.3958,0.484,0.3431,0.3844,2.8641,4.2745,0.2971,0.2896,0.338,0.3533,1.3023,1.5918,3.5581,6.9429,0.7333,0.4706,0.437861,0.619279,0.4531,0.4531,0.5888,0.7389,0.8684,0.253345,0.27193,15.209098,19.88516,0.039348,0.044808,0.44548,0.604039,3.8689,5.444,6.2288,9.6482,lose
0.3077,0.2912,0.5209,0.458,0.3862,0.369,5.5882,5.2376,0.3114,0.2722,0.425,0.3425,2.05,1.369,7.875,3.8571,0.6,0.8421,0.575652,0.594961,0.5547,0.5547,0.5447,0.9071,0.827,0.304015,0.296275,41.2461,21.554246,0.067485,0.046244,0.565176,0.56983,6.803,6.3558,11.2614,6.6829,lose
0.2678,0.2961,0.4306,0.4431,0.346,0.376,3.11,4.7172,0.3197,0.2816,0.4048,0.3433,1.6239,1.4835,6.9358,4.7473,0.625,0.5833,0.462626,0.543654,0.4783,0.4783,0.5162,0.7766,0.8191,0.26335,0.27685,32.717556,14.764103,0.049953,0.043409,0.470463,0.529927,4.1544,5.8324,9.9092,7.439,win
0.2757,0.2694,0.4107,0.4141,0.3533,0.3685,3.3039,3.3333,0.3936,0.2595,0.4466,0.365,2.1639,1.5946,8.4098,6.4459,0.8333,0.6667,0.344687,0.463446,0.408,0.408,0.4719,0.764,0.7826,0.26166,0.2685,28.032386,21.296609,0.064556,0.04636,0.376343,0.467673,4.3436,4.3853,12.2472,9.3317,lose
0.3048,0.2887,0.4513,0.4549,0.3854,0.3652,3.77,5.5098,0.303,0.2581,0.3611,0.312,1.6034,1.2321,6.0517,3.5357,0.5556,0.6667,0.537349,0.596136,0.51,0.51,0.546,0.8367,0.8201,0.286255,0.277165,33.343657,13.329589,0.049378,0.039188,0.523674,0.571068,4.9115,6.6186,8.8748,6.0046,win
0.3091,0.2703,0.5198,0.4161,0.3862,0.3684,5.301,3.4951,0.2831,0.3387,0.3428,0.4058,1.4305,1.9286,4.5613,7.7143,0.6667,0.55,0.572542,0.471722,0.5538,0.5538,0.4804,0.906,0.7845,0.30374,0.29573,15.9422,40.893504,0.047005,0.065088,0.563171,0.476061,6.5161,4.5499,7.2844,10.9374,win
0.281,0.2605,0.4153,0.386,0.3593,0.3366,3.5253,2.9327,0.2491,0.2662,0.3587,0.3803,1.445,1.661,4.4587,5.1102,0.7391,0.6667,0.471167,0.435426,0.4708,0.4708,0.4524,0.7746,0.7226,0.26551,0.255295,13.076029,18.014988,0.040989,0.049001,0.470983,0.443913,4.5809,3.9158,7.2506,8.0844,lose
0.258,0.3015,0.4207,0.4751,0.3445,0.3811,2.4059,4.4951,0.2722,0.2532,0.3432,0.2879,1.4613,1.1401,4.5232,3.4632,0.5217,0.619,0.469557,0.621104,0.4793,0.4793,0.5906,0.7652,0.8562,0.2602,0.27667,20.332236,8.332113,0.044922,0.032962,0.474429,0.605852,3.4291,5.6528,7.1216,5.7634,lose
0.2772,0.2906,0.4152,0.4853,0.3592,0.3756,3.3592,4.1923,0.2697,0.2806,0.3345,0.3736,1.3824,1.5957,4.1691,5.9745,0.6818,0.7273,0.340195,0.469985,0.4073,0.4073,0.4482,0.7744,0.8609,0.26544,0.27282,17.478118,20.06954,0.041905,0.047063,0.373748,0.459093,4.4108,5.3438,6.8375,8.9517,lose
0.3033,0.2927,0.4506,0.462,0.3812,0.3707,4.4356,5.2136,0.2679,0.2175,0.3383,0.2791,1.3694,1.0116,3.3483,2.8256,0.7619,0.8636,0.542009,0.590544,0.5108,0.5108,0.5408,0.8318,0.8327,0.28419,0.279465,17.456697,12.533231,0.042522,0.031943,0.526404,0.565672,5.5707,6.339,6.0858,5.1974,lose
0.3139,0.2714,0.5267,0.415,0.3884,0.3702,4.875,3.4038,0.2472,0.2776,0.3108,0.3782,1.2948,1.6277,3.7571,4.883,0.5652,0.7778,0.575415,0.467837,0.5545,0.5545,0.4767,0.9151,0.7852,0.306455,0.298265,12.788417,23.804625,0.04291,0.055424,0.564958,0.472268,6.104,4.4604,6.1751,7.9443,win
0.2794,0.2638,0.4147,0.3984,0.3578,0.3367,3.55,3.181,0.2536,0.25,0.3183,0.4231,1.3541,2.2,3.5027,5.4,0.7,1,0.463663,0.444949,0.47,0.47,0.4608,0.7725,0.7351,0.264685,0.25519,11.142089,19.17,0.038395,0.064701,0.466832,0.452875,4.6019,4.1799,6.1287,9.2731,win
0.272,0.288,0.4112,0.4873,0.3518,0.3712,3.375,3.8952,0.2711,0.1714,0.3671,0.4314,1.6084,1.6875,4.5171,0,0.6957,1,0.339513,0.471755,0.4065,0.4065,0.4504,0.763,0.8585,0.26111,0.26984,17.595008,0,0.048223,0.048958,0.373007,0.461078,4.41,5.0417,7.4594,3.2903,win
0.264,0.2727,0.395,0.4375,0.3374,0.3523,3,2.6602,0.2738,0.226,0.3505,0.3126,1.4377,1.2379,5.0943,2.4903,0.625,0.7826,0.440158,0.47831,0.457,0.457,0.4794,0.7324,0.7898,0.25058,0.257285,13.551857,7.4709,0.0411,0.034466,0.448579,0.478855,3.9964,3.7227,7.7813,5.0494,lose
0.315,0.2866,0.5346,0.4722,0.3887,0.3703,4.7238,4.2925,0.3015,0.2443,0.3733,0.2982,1.7074,1.1645,6.0319,3.4934,0.7692,0.8261,0.579128,0.468093,0.5552,0.5552,0.4473,0.9233,0.8425,0.308565,0.300285,25.891931,16.502123,0.056967,0.039925,0.567164,0.457697,5.9621,5.4216,9.1833,6.0265,lose
0.2823,0.309,0.4164,0.4516,0.3606,0.3868,3.2178,3.7451,0.2825,0.1898,0.347,0.3106,1.4831,1.2101,5.0562,2.042,0.7222,1,0.469407,0.541004,0.4709,0.4709,0.51,0.777,0.8384,0.26637,0.27816,18.935975,6.570748,0.045838,0.035815,0.470153,0.525502,4.2771,4.8925,7.891,4.7525,lose
0.2892,0.2784,0.4565,0.4047,0.3664,0.3516,5.3942,2.9619,0.2535,0.2969,0.3639,0.3333,1.5541,1.3548,5.1081,4.0645,0.7,0.6,0.590952,0.344874,0.5412,0.5412,0.4076,0.8229,0.7563,0.279005,0.272345,15.129681,21.924726,0.047028,0.042,0.566076,0.376237,6.5063,3.9966,7.9796,6.6495,win
0.3004,0.2696,0.4727,0.4131,0.3784,0.3676,4.9238,3.4667,0.2426,0.227,0.3175,0.3588,1.3145,1.5536,4.9355,5.5446,0.6667,0.75,0.612029,0.463111,0.5798,0.5798,0.4721,0.8511,0.7807,0.288455,0.283595,17.109898,27.300501,0.041421,0.049794,0.595915,0.467606,6.0753,4.517,7.4768,8.434,win
0.287,0.2846,0.4432,0.4279,0.363,0.3656,4.6571,3.1698,0.2691,0.271,0.3529,0.4,1.5405,1.8608,5.5946,6.1519,0.8511,0.6667,0.591031,0.345282,0.5419,0.5419,0.4082,0.8062,0.7935,0.27415,0.27532,17.733763,28.650013,0.047126,0.056682,0.566466,0.376741,5.7503,4.2479,8.6082,9.3504,lose
0.2632,0.2687,0.4061,0.4335,0.3347,0.3461,2.7757,3.2308,0.2919,0.3219,0.3299,0.3734,1.275,1.4862,3.6643,4.9541,0.6875,0.75,0.439447,0.479274,0.4563,0.4563,0.4804,0.7408,0.7796,0.25214,0.25727,11.83862,13.751095,0.036447,0.041637,0.447874,0.479837,3.7797,4.2791,6.2486,7.8856,win
0.3122,0.2864,0.5189,0.4732,0.3867,0.3697,4.9434,4.271,0.2472,0.2308,0.3116,0.4828,1.2754,2.1818,4.9565,4.0909,0.9057,0.75,0.57798,0.469078,0.5543,0.5543,0.4487,0.9056,0.8429,0.30374,0.29609,21.169212,20.222955,0.041959,0.073633,0.56614,0.458889,6.1612,5.4003,7.6964,7.7363,win
0.2777,0.3091,0.4109,0.4509,0.3546,0.3873,3.7353,3.6214,0.2621,0.2576,0.3107,0.3496,1.2971,1.5405,4.1538,4.7432,0.7,0.725,0.468785,0.541487,0.4701,0.4701,0.5106,0.7655,0.8382,0.262295,0.27701,15.042571,17.717275,0.039923,0.044896,0.469442,0.526043,4.7785,4.7687,6.7237,7.6159,lose
0.3008,0.3028,0.4381,0.4785,0.3785,0.3807,3.8942,5.6355,0.2874,0.2809,0.3497,0.3307,1.5156,1.341,5.4844,4.4871,0.5385,0.65,0.544492,0.611667,0.5138,0.5138,0.5812,0.8166,0.8592,0.27985,0.28084,30.907336,17.473665,0.047293,0.041698,0.529146,0.596434,5.0116,6.7975,8.1756,7.0897,lose
0.2802,0.292,0.4258,0.4582,0.3799,0.3699,3.1589,5.1415,0.2775,0.2802,0.3734,0.3476,1.6355,1.407,5.8037,4.186,0.5909,0.8,0.462132,0.586299,0.4714,0.4714,0.5411,0.8057,0.8281,0.277405,0.272905,29.839724,13.223155,0.049593,0.043368,0.466766,0.563699,4.2448,6.2616,8.681,7.0208,lose
0.2632,0.2806,0.4247,0.4227,0.3396,0.3575,3.2381,3.1553,0.2775,0.358,0.349,0.4157,1.4925,2.0182,4.59,11.7818,0.5417,0.2,0.47848,0.465427,0.4796,0.4796,0.4693,0.7643,0.7802,0.258995,0.26705,14.482827,38.150647,0.044286,0.058078,0.47904,0.467363,4.2656,4.2161,7.2507,14.7737,win
0.2861,0.2641,0.4713,0.4002,0.3689,0.3347,4.3611,2.6296,0.2688,0.2629,0.3333,0.3065,1.3488,1.245,4.0465,4.3875,0.7391,0.6364,0.466321,0.44062,0.4466,0.4466,0.4571,0.8402,0.7349,0.28383,0.26844,10.640676,19.134326,0.04023,0.039263,0.456461,0.44886,5.4874,3.6286,6.7365,6.8383,win
0.2768,0.3083,0.4134,0.5158,0.3542,0.385,3.2991,5.785,0.3566,0.2677,0.4831,0.3285,2.6875,1.3622,9.5625,4.5459,0.75,0.6667,0.350025,0.579956,0.414,0.414,0.555,0.7676,0.9008,0.26274,0.2766,55.319063,14.997379,0.082596,0.039767,0.382012,0.567478,4.3435,6.9941,13.8397,7.171,win
0.3058,0.2999,0.4414,0.4737,0.3853,0.3793,4.0762,5.2407,0.2872,0.2809,0.3443,0.3436,1.4894,1.5285,5.1702,6.5703,0.6,0.5,0.53598,0.617843,0.5129,0.5129,0.5876,0.8267,0.853,0.283735,0.281035,27.095467,26.781857,0.046508,0.048188,0.52444,0.602721,5.2087,6.3936,7.8911,9.2233,lose
0.2726,0.2869,0.4129,0.4449,0.3723,0.3634,3.2315,4.4766,0.35,0.2653,0.4118,0.3182,1.985,1.2766,8.1203,3.8777,0.5238,0.6,0.461415,0.586871,0.4707,0.4707,0.5417,0.7852,0.8083,0.27076,0.266755,36.351335,12.530788,0.058834,0.038406,0.466058,0.564286,4.2893,5.5718,11.3909,6.3378,lose
0.2609,0.2782,0.4257,0.4228,0.3391,0.3559,2.9811,3.5,0.2614,0.2612,0.3412,0.3658,1.4126,1.5,4.1942,5.1081,0.8235,0.7083,0.480387,0.463868,0.4806,0.4806,0.4679,0.7648,0.7787,0.25902,0.26658,14.6797,15.227757,0.041841,0.04317,0.480494,0.465884,4.0068,4.5569,7.0329,7.9434,win
0.2789,0.3079,0.417,0.5151,0.3564,0.3842,3.3889,5.7778,0.2814,0.2795,0.3753,0.3429,1.6619,1.4227,4.6619,4.384,0.6667,0.6818,0.359581,0.571776,0.4151,0.4151,0.5459,0.7734,0.8993,0.26463,0.27714,26.935526,14.856938,0.051175,0.041832,0.38734,0.558838,4.4412,6.985,7.6472,7.1109,win
0.2594,0.307,0.3886,0.4429,0.3319,0.3855,3.0636,4.0472,0.2577,0.2671,0.3728,0.3392,1.616,1.3829,5.112,3.4005,0.64,0.7727,0.434841,0.534087,0.4526,0.4526,0.5121,0.7205,0.8284,0.246505,0.270625,20.689286,10.417772,0.048592,0.037877,0.443721,0.523093,4.0435,5.1826,7.9985,6.1624,win
0.3076,0.277,0.5141,0.4125,0.3842,0.3569,5.789,3.7048,0.2465,0.256,0.3108,0.3194,1.2944,1.3558,3.7011,3.4364,0.5833,0.7143,0.57006,0.462183,0.5439,0.5439,0.4663,0.8983,0.7694,0.301415,0.28913,13.711835,19.89332,0.041583,0.045406,0.55698,0.464241,6.9949,4.7512,6.1361,6.0819,win
0.279,0.2796,0.4194,0.4218,0.3785,0.3558,3.6422,3.2844,0.2556,0.2653,0.3581,0.3328,1.5436,1.3732,6.2739,3.993,0.6739,0.6957,0.456738,0.362395,0.4699,0.4699,0.4161,0.7979,0.7776,0.275175,0.26496,20.605997,14.543305,0.045444,0.041986,0.463319,0.389247,4.7191,4.3416,9.1051,6.66,lose
0.2623,0.3022,0.3951,0.4334,0.3322,0.381,2.8378,4.1215,0.2715,0.1921,0.347,0.3146,1.4161,1.2326,4.9091,1.8837,0.6471,1,0.436924,0.532337,0.4534,0.4534,0.5104,0.7273,0.8144,0.248265,0.270225,20.232856,5.345564,0.042518,0.034001,0.445162,0.521368,3.8274,5.2381,7.5908,4.623,lose
0.3086,0.2759,0.5202,0.411,0.3857,0.3556,5.6364,3.6887,0.2929,0.3173,0.3654,0.3609,1.6311,1.558,5.5049,6.7127,0.7778,0.6087,0.570375,0.461564,0.5445,0.5445,0.4659,0.9059,0.7666,0.303615,0.29007,20.305925,37.835462,0.05257,0.052559,0.557438,0.463732,6.8509,4.7312,8.5721,9.5576,lose
0.2872,0.2849,0.4252,0.4279,0.3856,0.3615,3.2909,3.2818,0.2835,0.3092,0.3824,0.3438,1.6678,1.4444,5.0979,4.75,0.7857,0.5,0.453132,0.367103,0.4692,0.4692,0.422,0.8108,0.7894,0.27982,0.268975,16.730288,15.631775,0.049844,0.044908,0.461166,0.394551,4.3889,4.3561,8.2173,7.3474,win
0.3042,0.2852,0.477,0.4528,0.3826,0.364,5.6881,5.0833,0.2483,0.2165,0.2831,0.2752,1.1131,0.9978,3.4208,2.7357,0.6364,0.8696,0.618356,0.591186,0.5878,0.5878,0.5459,0.8596,0.8168,0.29142,0.28305,17.388953,15.560935,0.035007,0.032309,0.603078,0.568543,6.8519,6.1853,5.7017,5.0948,lose
0.2859,0.2628,0.4678,0.4226,0.3679,0.3398,4.2636,3.2336,0.242,0.3333,0.2986,0.4098,1.1709,1.678,3.4747,6.8644,0.8333,0.6471,0.473039,0.482204,0.4484,0.4484,0.4815,0.8357,0.7624,0.282505,0.26986,11.23579,29.267056,0.035109,0.052671,0.460719,0.481852,5.3852,4.2588,6.0195,9.9326,win
0.2645,0.3077,0.3924,0.5197,0.336,0.3846,2.8929,5.6396,0.2857,0.1951,0.322,0.3265,1.2341,1.4545,3.5217,3.2727,0.7059,1,0.436246,0.566407,0.4527,0.4527,0.5437,0.7284,0.9043,0.2493,0.27117,19.860979,9.467594,0.037183,0.04029,0.444473,0.555053,3.8858,6.8516,6.0694,6.2488,win
0.2807,0.288,0.4236,0.4554,0.363,0.3668,3.8318,4.2018,0.2664,0.2532,0.3165,0.3593,1.3316,1.5252,4.2015,4.9916,0.7143,0.7143,0.466275,0.592837,0.4706,0.4706,0.5475,0.7866,0.8222,0.26925,0.27096,17.653863,19.126813,0.04009,0.045629,0.468438,0.570168,4.8991,5.312,6.8303,7.8436,lose
0.3062,0.2853,0.4561,0.4669,0.375,0.3672,4.0091,4.4505,0.2389,0.3333,0.3188,0.3964,1.3231,1.7966,4.8462,5.6441,0.6818,0.8065,0.615289,0.479369,0.5868,0.5868,0.4493,0.8311,0.8341,0.282775,0.279265,21.568013,22.627761,0.041055,0.056448,0.601044,0.464335,5.1464,5.5699,7.4088,8.9769,win
0.2614,0.2843,0.4197,0.4329,0.3405,0.3831,3.2222,3.5315,0.2203,0.1358,0.3055,0.2222,1.2014,0.75,2.375,1.7763,0.7917,0.6667,0.475332,0.457569,0.4749,0.4749,0.47,0.7602,0.816,0.25815,0.27732,8.387313,5.723594,0.037019,0.021513,0.475116,0.463785,4.2438,4.6318,4.8939,3.551,lose
0.2863,0.2979,0.4383,0.4325,0.3643,0.3778,3.2883,3.7222,0.2677,0.2465,0.3882,0.2911,1.7553,1.173,5.7447,3.1551,0.6875,0.6818,0.364744,0.533038,0.4192,0.4192,0.5111,0.8026,0.8103,0.27351,0.279585,21.382922,10.374915,0.054528,0.035647,0.391972,0.522069,4.3772,4.8304,8.8434,5.5475,win
0.2656,0.3105,0.3901,0.5295,0.3378,0.3881,2.7345,4.9464,0.2613,0.2561,0.3027,0.3227,1.2299,1.3486,4.2227,5.2018,0.6522,0.8889,0.437512,0.565387,0.4535,0.4535,0.5426,0.7279,0.9176,0.249535,0.27217,20.887163,14.224322,0.037194,0.037391,0.445506,0.553993,3.728,6.1745,6.6688,8.0181,win
0.2773,0.2885,0.4197,0.4559,0.3593,0.3671,4.1481,4.1182,0.3333,0.2709,0.3982,0.3376,1.875,1.337,9.75,4.0109,0.3333,0.8095,0.46379,0.59495,0.4698,0.4698,0.5495,0.779,0.823,0.26661,0.27012,40.15245,16.637614,0.056275,0.039606,0.466795,0.572225,5.2044,5.2297,12.6898,6.7659,lose
0.3101,0.2854,0.4672,0.4668,0.3848,0.3672,4.8288,4.4464,0.2825,0.2679,0.334,0.3333,1.3569,1.3481,4.4142,4,0.6667,0.75,0.621476,0.471428,0.5875,0.5875,0.4422,0.852,0.834,0.28996,0.28204,19.627299,19.3152,0.042522,0.043433,0.604488,0.456814,5.9909,5.5658,7.0543,6.6993,lose
0.2618,0.2883,0.42,0.43,0.3397,0.3861,3.1835,3.4286,0.2758,0.2742,0.3467,0.3716,1.4751,1.6181,4.4893,5.5889,0.56,0.6087,0.472771,0.460068,0.474,0.474,0.4725,0.7597,0.8161,0.257865,0.278745,15.392014,17.792263,0.045686,0.046361,0.473386,0.466284,4.205,4.533,7.1469,8.4615,win
0.291,0.2984,0.4443,0.4293,0.3702,0.3787,2.8482,4,0.3234,0.2256,0.4433,0.3454,2.3077,1.4419,8.0769,5.6512,0.7692,0.7429,0.36617,0.532061,0.4202,0.4202,0.5102,0.8145,0.808,0.277665,0.28149,32.3076,16.095748,0.072177,0.044485,0.393185,0.52113,3.9537,5.1064,11.9205,8.407,lose
0.2762,0.2633,0.4178,0.4278,0.3586,0.3426,4.1193,2.9909,0.4,0.258,0.4545,0.3354,2.5,1.3846,9,3.9095,0.25,0.8333,0.460573,0.47744,0.4691,0.4691,0.475,0.7764,0.7704,0.26582,0.25862,26.9181,16.104403,0.071839,0.040895,0.464837,0.47622,5.1719,4.0246,12.6045,6.7208,lose
0.3041,0.2911,0.4438,0.4768,0.3852,0.3794,4.0909,3.5398,0.2831,0.2761,0.3431,0.3654,1.4813,1.5448,5.0625,5.6418,0.6364,0.75,0.533168,0.482909,0.5115,0.5115,0.4551,0.829,0.8562,0.28429,0.28168,17.920238,23.08004,0.046361,0.048797,0.522334,0.469004,5.224,4.6871,7.8064,8.5781,win
0.3084,0.2816,0.521,0.4355,0.3849,0.3577,5.0088,2.9469,0.279,0.2835,0.343,0.3767,1.423,1.6888,4.291,4.9091,0.6957,0.64,0.564282,0.366432,0.5413,0.5413,0.4195,0.9059,0.7932,0.303455,0.291215,12.645148,24.5887,0.046044,0.056942,0.552791,0.392966,6.2231,4.0217,7.0317,7.8981,win
0.2757,0.2608,0.4166,0.4238,0.358,0.3409,4.0818,2.9279,0.2675,0.2489,0.3646,0.355,1.4875,1.569,4.95,5.5862,0.72,0.7931,0.459757,0.478327,0.4683,0.4683,0.4759,0.7746,0.7647,0.26525,0.257555,14.493105,22.801751,0.042568,0.046242,0.464028,0.477114,5.1321,3.9534,7.7896,8.5522,win
0.2788,0.3055,0.42,0.4768,0.3762,0.3831,3.708,5.6875,0.2738,0.2853,0.3681,0.3453,1.5774,1.5374,4.9645,6.5338,0.7931,0.4737,0.456581,0.609321,0.4692,0.4692,0.5865,0.7962,0.8599,0.27429,0.277395,28.235594,24.22733,0.048618,0.046855,0.46289,0.597911,4.783,6.8529,7.9769,9.1755,win
0.2849,0.2695,0.453,0.3974,0.3644,0.3406,5.1351,2.7632,0.2556,0.2564,0.3093,0.3706,1.2344,1.5954,3.488,4.9466,0.6364,0.6538,0.597579,0.438874,0.5521,0.5521,0.4543,0.8174,0.738,0.27723,0.26652,9.638042,25.401286,0.036555,0.049144,0.57484,0.446587,6.2374,3.7707,5.9237,7.8228,lose
0.2669,0.2748,0.3906,0.4158,0.3392,0.3574,2.7652,4.0811,0.267,0.267,0.3461,0.3197,1.4169,1.3537,4.6612,4.2146,0.6667,0.7273,0.443459,0.460939,0.4583,0.4583,0.4692,0.7298,0.7732,0.25029,0.25848,19.022823,11.654212,0.040693,0.037646,0.450879,0.465069,3.7619,5.1291,7.3579,6.8823,lose
0.3065,0.3083,0.4788,0.4453,0.3854,0.3887,5.5752,3.8198,0.2483,0.2626,0.2828,0.3345,1.1145,1.3663,3.3823,3.253,0.6522,0.7826,0.606992,0.534475,0.5832,0.5832,0.5123,0.8642,0.834,0.29313,0.294615,12.91971,18.136126,0.036483,0.0445,0.595096,0.523388,6.7459,4.9621,5.6801,5.999,win
0.2925,0.3105,0.4889,0.52,0.3792,0.3849,4.193,5.3947,0.2376,0.242,0.2932,0.304,1.1386,1.2537,3.3614,3.5693,0.84,0.6,0.481543,0.569139,0.4541,0.4541,0.542,0.8681,0.9049,0.292865,0.29543,18.133745,14.966075,0.037375,0.040796,0.467822,0.55557,5.3536,6.6101,5.8708,5.969,win
0.286,0.2997,0.4558,0.47,0.3662,0.4057,4.9821,3.2982,0.2194,0.1416,0.2764,0.2114,1.0105,0.7282,2.6716,1.3107,0.875,0.75,0.593119,0.458054,0.5513,0.5513,0.47,0.822,0.8757,0.27874,0.296515,8.811471,6.530038,0.033292,0.022553,0.572209,0.464027,6.0901,4.4736,5.0529,3.1419,win
0.2883,0.2637,0.4383,0.4151,0.3699,0.3454,2.5702,2.8393,0.264,0.2596,0.3328,0.3419,1.3673,1.4231,3.9796,3.4615,0.7083,0.8462,0.362003,0.477651,0.4142,0.4142,0.4754,0.8082,0.7605,0.27603,0.265005,11.299278,8.896747,0.04026,0.043646,0.388102,0.476526,3.6667,3.8635,6.652,6.3323,win
0.2673,0.2758,0.3945,0.4145,0.3407,0.3583,2.7672,3.7321,0.283,0.3115,0.3205,0.3957,1.2281,1.7667,3.4594,8.4,0.7222,0.4286,0.441428,0.463782,0.4576,0.4576,0.472,0.7352,0.7728,0.25194,0.25986,12.910827,23.24448,0.035459,0.049456,0.449514,0.467891,3.7697,4.7807,6.0132,11.3025,lose
0.3059,0.3071,0.4787,0.4502,0.3845,0.3876,5.6754,4.0804,0.2408,0.1782,0.3207,0.2956,1.3382,1.12,4.8309,1.8,0.6957,1,0.606616,0.533348,0.5839,0.5839,0.5113,0.8632,0.8378,0.2927,0.294095,19.712004,10.21572,0.043729,0.036425,0.595258,0.522324,6.8445,5.2253,7.4263,4.3938,lose
0.2832,0.285,0.4516,0.4333,0.3641,0.3832,4.9381,3.5826,0.2667,0.2917,0.3357,0.3704,1.3093,1.548,3.8969,6.048,0.8182,0.7083,0.59504,0.455919,0.5519,0.5519,0.468,0.8157,0.8165,0.276745,0.28534,13.961034,29.865629,0.041511,0.0476,0.57347,0.461959,6.037,4.6841,6.6268,8.9664,lose
0.2818,0.2604,0.4353,0.4167,0.3555,0.3394,3.5217,3.2124,0.3243,0.222,0.4203,0.3072,1.9952,1.2133,8.1388,2.34,0.5455,0.8,0.364182,0.476114,0.4152,0.4152,0.474,0.7908,0.7561,0.2688,0.261555,26.145081,8.240778,0.057984,0.036237,0.389691,0.475057,4.5943,4.2289,11.4241,4.8825,win
0.3034,0.2911,0.4479,0.4478,0.3823,0.3909,4.3097,3.5776,0.2487,0.344,0.2936,0.4115,1.1845,1.9932,3.2446,7.9521,0.6522,0.5455,0.534632,0.458684,0.5126,0.5126,0.4709,0.8302,0.8387,0.28401,0.28788,11.607881,34.271165,0.037888,0.062899,0.523616,0.464792,5.4433,4.7074,5.6236,11.2463,win
0.3078,0.2681,0.4842,0.3935,0.389,0.3402,5.4957,2.7607,0.2882,0.2629,0.3393,0.3024,1.3979,1.2313,4.5236,4.2245,0.6364,0.6667,0.604567,0.438329,0.5829,0.5829,0.457,0.8732,0.7337,0.2961,0.27414,12.488303,23.216585,0.04258,0.04051,0.593734,0.447664,6.6767,3.7625,7.1854,6.6878,lose
0.2587,0.3077,0.4132,0.52,0.3371,0.3838,3.1842,4.2845,0.274,0.2,0.3447,0.3043,1.4658,1.3125,4.5,2.8125,0.5769,1,0.467896,0.567246,0.4662,0.4662,0.5398,0.7503,0.9038,0.254995,0.27601,19.28025,8.955563,0.044953,0.037187,0.467048,0.553523,4.1932,5.496,7.1614,5.6293,lose
0.2899,0.2853,0.4731,0.4542,0.3699,0.3656,4.6034,4.9737,0.2663,0.2418,0.3306,0.3437,1.3262,1.4313,3.8298,4.5344,0.76,0.7273,0.482631,0.591707,0.4543,0.4543,0.5511,0.843,0.8198,0.28473,0.282795,19.048276,20.873657,0.041671,0.045282,0.468466,0.571403,5.7363,6.0788,6.5129,7.2785,lose
